priceDiffPerc,targetPriceDiffPerc,,,Date,inputPrice
6.778566817,-10.82224909,,,194810,16.54
-10.82224909,3.050847458,,,194811,14.75
3.050847458,0.131578947,,,194812,15.2
0.131578947,-3.94218134,,,194901,15.22
-3.94218134,3.009575923,,,194902,14.62
3.009575923,-2.124833997,,,194903,15.06
-2.124833997,-3.731343284,,,194904,14.74
-3.731343284,-0.21141649,,,194905,14.19
-0.21141649,6.214689266,,,194906,14.16
6.214689266,1.196808511,,,194907,15.04
1.196808511,2.365308804,,,194908,15.22
2.365308804,2.952503209,,,194909,15.58
2.952503209,0.124688279,,,194910,16.04
0.124688279,4.358655044,,,194911,16.06
4.358655044,1.730310263,,,194912,16.76
1.730310263,0.997067449,,,195001,17.05
0.997067449,0.406504065,,,195002,17.22
0.406504065,4.511278195,,,195003,17.29
4.511278195,3.929164361,,,195004,18.07
3.929164361,-5.804046858,,,195005,18.78
-5.804046858,0.847936687,,,195006,17.69
0.847936687,3.251121076,,,195007,17.84
3.251121076,5.5917481,,,195008,18.42
5.5917481,0.411311054,,,195009,19.45
0.411311054,-0.102406554,,,195010,19.53
-0.102406554,4.613018965,,,195011,19.51
4.613018965,6.1244488,,,195012,20.41
6.1244488,0.646352724,,,195101,21.66
0.646352724,-1.834862385,,,195102,21.8
-1.834862385,4.813084112,,,195103,21.4
4.813084112,-4.057066429,,,195104,22.43
-4.057066429,-2.602230483,,,195105,21.52
-2.602230483,6.870229008,,,195106,20.96
6.870229008,3.928571429,,,195107,22.4
3.928571429,-0.085910653,,,195108,23.28
-0.085910653,-1.375752365,,,195109,23.26
-1.375752365,-0.261551874,,,195110,22.94
-0.261551874,3.88986014,,,195111,22.88
3.88986014,1.556583929,,,195112,23.77
1.556583929,-3.645401823,,,195201,24.14
-3.645401823,4.772141015,,,195202,23.26
4.772141015,-4.308576118,,,195203,24.37
-4.308576118,2.315608919,,,195204,23.32
2.315608919,4.61022632,,,195205,23.86
4.61022632,1.762820513,,,195206,24.96
1.762820513,-1.456692913,,,195207,25.4
-1.456692913,-1.957650819,,,195208,25.03
-1.957650819,-0.081499593,,,195209,24.54
-0.081499593,4.649265905,,,195210,24.52
4.649265905,3.546375682,,,195211,25.66
3.546375682,-0.715092209,,,195212,26.57
-0.715092209,-1.819560273,,,195301,26.38
-1.819560273,-2.355212355,,,195302,25.9
-2.355212355,-2.649268486,,,195303,25.29
-2.649268486,-0.324939074,,,195304,24.62
-0.324939074,-1.62999185,,,195305,24.54
-1.62999185,2.526926263,,,195306,24.14
2.526926263,-5.777777778,,,195307,24.75
-5.777777778,0.12864494,,,195308,23.32
0.12864494,5.096359743,,,195309,23.35
5.096359743,0.896495518,,,195310,24.54
0.896495518,0.201938611,,,195311,24.76
0.201938611,5.118903668,,,195312,24.81
5.118903668,0.268404908,,,195401,26.08
0.268404908,3.021032505,,,195402,26.15
3.021032505,4.899777283,,,195403,26.94
4.899777283,3.290870488,,,195404,28.26
3.290870488,0.068516615,,,195405,29.19
0.068516615,5.71722013,,,195406,29.21
5.71722013,-3.400259067,,,195407,30.88
-3.400259067,8.313778076,,,195408,29.83
8.313778076,-1.949860724,,,195409,32.31
-1.949860724,8.080808081,,,195410,31.68
8.080808081,5.081775701,,,195411,34.24
5.081775701,1.8065592,,,195412,35.98
1.8065592,0.354900355,,,195501,36.63
0.354900355,-0.489662677,,,195502,36.76
-0.489662677,3.772553308,,,195503,36.58
3.772553308,-0.131717597,,,195504,37.96
-0.131717597,8.230018465,,,195505,37.91
8.230018465,6.068730197,,,195506,41.03
6.068730197,-0.78125,,,195507,43.52
-0.78125,1.134784623,,,195508,43.18
1.134784623,-3.045569041,,,195509,43.67
-3.045569041,7.48700992,,,195510,42.34
7.48700992,-0.065919578,,,195511,45.51
-0.065919578,-3.649956025,,,195512,45.48
-3.649956025,3.468735737,,,195601,43.82
3.468735737,6.925452139,,,195602,45.34
6.925452139,-0.206270627,,,195603,48.48
-0.206270627,-6.572964035,,,195604,48.38
-6.572964035,3.915929204,,,195605,45.2
3.915929204,5.152224824,,,195606,46.97
5.152224824,-3.80643855,,,195607,49.39
-3.80643855,-4.546411282,,,195608,47.51
-4.546411282,0.507166483,,,195609,45.35
0.507166483,-1.096972356,,,195610,45.58
-1.096972356,3.527062999,,,195611,45.08
3.527062999,-4.178272981,,,195612,46.67
-4.178272981,-3.264758497,,,195701,44.72
-3.264758497,1.964863615,,,195702,43.26
1.964863615,3.695307187,,,195703,44.11
3.695307187,3.694796677,,,195704,45.74
3.694796677,-0.126502214,,,195705,47.43
-0.126502214,1.139962001,,,195706,47.37
1.139962001,-5.614694218,,,195707,47.91
-5.614694218,-6.191950464,,,195708,45.22
-6.191950464,-3.206034889,,,195709,42.42
-3.206034889,1.607403799,,,195710,41.06
1.607403799,-4.146692234,,,195711,41.72
-4.146692234,4.276069017,,,195712,39.99
4.276069017,-2.06235012,,,195801,41.7
-2.06235012,3.085210578,,,195802,40.84
3.085210578,3.182897862,,,195803,42.1
3.182897862,1.496316759,,,195804,43.44
1.496316759,2.608301202,,,195805,44.09
2.608301202,4.310344828,,,195806,45.24
4.310344828,1.186692096,,,195807,47.19
1.186692096,4.837696335,,,195808,47.75
4.837696335,2.536955653,,,195809,50.06
2.536955653,2.240405221,,,195810,51.33
2.240405221,5.201981707,,,195811,52.48
5.201981707,0.434703858,,,195812,55.21
0.434703858,-0.07213706,,,195901,55.45
-0.07213706,0.054141852,,,195902,55.41
0.054141852,3.878066378,,,195903,55.44
3.878066378,1.892689703,,,195904,57.59
1.892689703,-0.357873211,,,195905,58.68
-0.357873211,3.488968702,,,195906,58.47
3.488968702,-1.503883656,,,195907,60.51
-1.503883656,-4.563758389,,,195908,59.6
-4.563758389,1.125175809,,,195909,56.88
1.125175809,1.321279555,,,195910,57.52
1.321279555,2.762525738,,,195911,58.28
2.762525738,-7.146435131,,,195912,59.89
-7.146435131,0.917101241,,,196001,55.61
0.917101241,-1.389878831,,,196002,56.12
-1.389878831,-1.752800867,,,196003,55.34
-1.752800867,2.685304396,,,196004,54.37
2.685304396,1.952355364,,,196005,55.83
1.952355364,-2.477160928,,,196006,56.92
-2.477160928,2.612141956,,,196007,55.51
2.612141956,-6.039325843,,,196008,56.96
-6.039325843,-0.242899851,,,196009,53.52
-0.242899851,4.026971343,,,196010,53.39
4.026971343,4.627295643,,,196011,55.54
4.627295643,6.315608329,,,196012,58.11
6.315608329,2.686953707,,,196101,61.78
2.686953707,2.553593947,,,196102,63.44
2.553593947,0.384260682,,,196103,65.06
0.384260682,1.913948859,,,196104,65.31
1.913948859,-2.884615385,,,196105,66.56
-2.884615385,3.27970297,,,196106,64.64
3.27970297,1.962252846,,,196107,66.76
1.962252846,-1.968561775,,,196108,68.07
-1.968561775,2.832309306,,,196109,66.73
2.832309306,3.934712912,,,196110,68.62
3.934712912,0.322490185,,,196111,71.32
0.322490185,-3.787561146,,,196112,71.55
-3.787561146,1.626961069,,,196201,68.84
1.626961069,-0.586049171,,,196202,69.96
-0.586049171,-6.19698059,,,196203,69.55
-6.19698059,-8.599019007,,,196204,65.24
-8.599019007,-8.183800101,,,196205,59.63
-8.183800101,6.356164384,,,196206,54.75
6.356164384,1.528421776,,,196207,58.23
1.528421776,-4.820703654,,,196208,59.12
-4.820703654,0.444286476,,,196209,56.27
0.444286476,10.1556971,,,196210,56.52
10.1556971,1.349180854,,,196211,62.26
1.349180854,4.912836767,,,196212,63.1
4.912836767,-2.885196375,,,196301,66.2
-2.885196375,3.546430238,,,196302,64.29
3.546430238,4.852035451,,,196303,66.57
4.852035451,1.432664756,,,196304,69.8
1.432664756,-2.019774011,,,196305,70.8
-2.019774011,-0.345970881,,,196306,69.37
-0.345970881,4.874873427,,,196307,69.13
4.874873427,-1.103448276,,,196308,72.5
-1.103448276,3.221757322,,,196309,71.7
3.221757322,-1.053911634,,,196310,74.01
-1.053911634,2.444353407,,,196311,73.23
2.444353407,2.692615303,,,196312,75.02
2.692615303,0.986500519,,,196401,77.04
0.986500519,1.516709512,,,196402,77.8
1.516709512,0.607748797,,,196403,78.98
0.607748797,1.145230305,,,196404,79.46
1.145230305,1.642403882,,,196405,80.37
1.642403882,1.823968662,,,196406,81.69
1.823968662,-1.622986295,,,196407,83.18
-1.622986295,2.871807406,,,196408,81.83
2.871807406,0.807792825,,,196409,84.18
0.807792825,-0.518501061,,,196410,84.86
-0.518501061,0.39090263,,,196411,84.42
0.39090263,3.315634218,,,196412,84.75
3.315634218,-0.148469621,,,196501,87.56
-0.148469621,-1.452590644,,,196502,87.43
-1.452590644,3.423862581,,,196503,86.16
3.423862581,-0.774323869,,,196504,89.11
-0.774323869,-4.863153133,,,196505,88.42
-4.863153133,1.343319068,,,196506,84.12
1.343319068,2.252199413,,,196507,85.25
2.252199413,3.200642423,,,196508,87.17
3.200642423,2.734548688,,,196509,89.96
2.734548688,-0.876433672,,,196510,92.42
-0.876433672,0.895098788,,,196511,91.61
0.895098788,0.486854917,,,196512,92.43
0.486854917,-1.787252369,,,196601,92.88
-1.787252369,-2.181539136,,,196602,91.22
-2.181539136,2.050879749,,,196603,89.23
2.050879749,-5.414012739,,,196604,91.06
-5.414012739,-1.613839545,,,196605,86.13
-1.613839545,-1.34529148,,,196606,84.74
-1.34529148,-7.775119617,,,196607,83.6
-7.775119617,-0.700389105,,,196608,77.1
-0.700389105,4.754440961,,,196609,76.56
4.754440961,0.311720698,,,196610,80.2
0.311720698,-0.14916097,,,196611,80.45
-0.14916097,7.817751774,,,196612,80.33
7.817751774,0.196282185,,,196701,86.61
0.196282185,3.94100023,,,196702,86.78
3.94100023,4.223946785,,,196703,90.2
4.223946785,-5.244122966,,,196704,94.01
-5.244122966,1.751234845,,,196705,89.08
1.751234845,4.534421889,,,196706,90.64
4.534421889,-1.171503958,,,196707,94.75
-1.171503958,3.278513456,,,196708,93.64
3.278513456,-3.526005584,,,196709,96.71
-3.526005584,0.750267953,,,196710,93.3
0.750267953,2.627659574,,,196711,94
2.627659574,-4.384782834,,,196712,96.47
-4.384782834,-3.122289679,,,196801,92.24
-3.122289679,0.940017905,,,196802,89.36
0.940017905,8.048780488,,,196803,90.2
8.048780488,1.251795608,,,196804,97.46
1.251795608,0.912038914,,,196805,98.68
0.912038914,-1.847760594,,,196806,99.58
-1.847760594,1.145897278,,,196807,97.74
1.145897278,3.853934857,,,196808,98.86
3.853934857,0.72075582,,,196809,102.67
0.72075582,4.79644135,,,196810,103.41
4.79644135,-4.161668358,,,196811,108.37
-4.161668358,-0.818409397,,,196812,103.86
-0.818409397,-4.737404136,,,196901,103.01
-4.737404136,3.444410476,,,196902,98.13
3.444410476,2.147571668,,,196903,101.51
2.147571668,-0.221815026,,,196904,103.69
-0.221815026,-5.55770346,,,196905,103.46
-5.55770346,-6.017807799,,,196906,97.71
-6.017807799,4.007404987,,,196907,91.83
4.007404987,-2.502355774,,,196908,95.51
-2.502355774,4.295532646,,,196909,93.12
4.295532646,-3.40815486,,,196910,97.12
-3.40815486,-1.865472764,,,196911,93.81
-1.865472764,-7.647186617,,,196912,92.06
-7.647186617,5.269348389,,,197001,85.02
5.269348389,0.145251397,,,197002,89.5
0.145251397,-9.048309718,,,197003,89.63
-9.048309718,-6.096663395,,,197004,81.52
-6.096663395,-5.003265839,,,197005,76.55
-5.003265839,7.329482948,,,197006,72.72
7.329482948,4.445868033,,,197007,78.05
4.445868033,3.410206084,,,197008,81.52
3.410206084,-1.245551601,,,197009,84.3
-1.245551601,4.744744745,,,197010,83.25
4.744744745,5.676605505,,,197011,87.2
5.676605505,4.047748237,,,197012,92.15
4.047748237,0.90738423,,,197101,95.88
0.90738423,3.679586563,,,197102,96.75
3.679586563,3.628750872,,,197103,100.31
3.628750872,-4.155844156,,,197104,103.95
-4.155844156,-0.933453779,,,197105,99.63
-0.933453779,-3.161094225,,,197106,98.7
-3.161094225,3.609541745,,,197107,95.58
3.609541745,-0.696758558,,,197108,99.03
-0.696758558,-4.179377669,,,197109,98.34
-4.179377669,-0.254695957,,,197110,94.23
-0.254695957,8.617938079,,,197111,93.99
8.617938079,1.812126555,,,197112,102.09
1.812126555,2.530305946,,,197201,103.94
2.530305946,0.591160739,,,197202,106.57
0.591160739,0.438432836,,,197203,107.2
0.438432836,1.727500697,,,197204,107.67
1.727500697,-2.18205058,,,197205,109.53
-2.18205058,0.233339556,,,197206,107.14
0.233339556,3.445385976,,,197207,107.39
3.445385976,-0.486092358,,,197208,111.09
-0.486092358,0.931705111,,,197209,110.55
0.931705111,4.561749417,,,197210,111.58
4.561749417,1.182823348,,,197211,116.67
1.182823348,-1.711139348,,,197212,118.05
-1.711139348,-3.749030423,,,197301,116.03
-3.749030423,-0.143266476,,,197302,111.68
-0.143266476,-4.079985653,,,197303,111.52
-4.079985653,-1.88837992,,,197304,106.97
-1.88837992,-0.657455931,,,197305,104.95
-0.657455931,3.798196816,,,197306,104.26
3.798196816,-3.668453151,,,197307,108.22
-3.668453151,4.009592326,,,197308,104.25
4.009592326,-0.129115558,,,197309,108.43
-0.129115558,-11.3860929,,,197310,108.29
-11.3860929,1.656940392,,,197311,95.96
1.656940392,-1.004613019,,,197312,97.55
-1.004613019,-0.362431397,,,197401,96.57
-0.362431397,-2.327998337,,,197402,96.22
-2.327998337,-3.905086189,,,197403,93.98
-3.905086189,-3.355110176,,,197404,90.31
-3.355110176,-1.466544455,,,197405,87.28
-1.466544455,-7.779069767,,,197406,86
-7.779069767,-9.027865339,,,197407,79.31
-9.027865339,-11.93347193,,,197408,72.15
-11.93347193,16.30468996,,,197409,63.54
16.30468996,-5.317997294,,,197410,73.9
-5.317997294,-2.01514935,,,197411,69.97
-2.01514935,12.28121354,,,197412,68.56
12.28121354,5.988568459,,,197501,76.98
5.988568459,2.169383503,,,197502,81.59
2.169383503,4.726487524,,,197503,83.36
4.726487524,4.410080183,,,197504,87.3
4.410080183,4.432254526,,,197505,91.15
4.432254526,-6.765416535,,,197506,95.19
-6.765416535,-2.107042254,,,197507,88.75
-2.107042254,-3.464548803,,,197508,86.88
-3.464548803,6.164301896,,,197509,83.87
6.164301896,2.470799641,,,197510,89.04
2.470799641,-1.150811048,,,197511,91.24
-1.150811048,11.83057989,,,197512,90.19
11.83057989,-1.140194329,,,197601,100.86
-1.140194329,3.068899809,,,197602,99.71
3.068899809,-1.099542668,,,197603,102.77
-1.099542668,-1.436442346,,,197604,101.64
-1.436442346,4.09263326,,,197605,100.18
4.09263326,-0.80552359,,,197606,104.28
-0.80552359,-0.512374323,,,197607,103.44
-0.512374323,2.264114275,,,197608,102.91
2.264114275,-2.223489168,,,197609,105.24
-2.223489168,-0.777453839,,,197610,102.9
-0.777453839,5.249755142,,,197611,102.1
5.249755142,-5.053042993,,,197612,107.46
-5.053042993,-2.166029599,,,197701,102.03
-2.166029599,-1.402524544,,,197702,99.82
-1.402524544,0.020321073,,,197703,98.42
0.020321073,-2.356765542,,,197704,98.44
-2.356765542,4.535996671,,,197705,96.12
4.535996671,-1.622213376,,,197706,100.48
-1.622213376,-2.10419828,,,197707,98.85
-2.10419828,-0.248010747,,,197708,96.77
-0.248010747,-4.340619497,,,197709,96.53
-4.340619497,2.696556205,,,197710,92.34
2.696556205,0.284720025,,,197711,94.83
0.284720025,-6.151419558,,,197712,95.1
-6.151419558,-2.476190476,,,197801,89.25
-2.476190476,2.493106618,,,197802,87.04
2.493106618,8.541643314,,,197803,89.21
8.541643314,0.423422493,,,197804,96.83
0.423422493,-1.758535582,,,197805,97.24
-1.758535582,5.390976657,,,197806,95.53
5.390976657,2.592371871,,,197807,100.68
2.592371871,-0.72611095,,,197808,103.29
-0.72611095,-9.157401989,,,197809,102.54
-9.157401989,1.663982823,,,197810,93.15
1.663982823,1.488912355,,,197811,94.7
1.488912355,3.974612423,,,197812,96.11
3.974612423,-3.65255679,,,197901,99.93
-3.65255679,5.515164105,,,197902,96.28
5.515164105,0.167339305,,,197903,101.59
0.167339305,-2.633647799,,,197904,101.76
-2.633647799,3.865563181,,,197905,99.08
3.865563181,0.874550578,,,197906,102.91
0.874550578,5.307773818,,,197907,103.81
5.307773818,0,,,197908,109.32
0,-6.860592755,,,197909,109.32
-6.860592755,4.262423885,,,197910,101.82
4.262423885,1.676714393,,,197911,106.16
1.676714393,5.762460626,,,197912,107.94
5.762460626,-0.43798178,,,198001,114.16
-0.43798178,-10.17948267,,,198002,113.66
-10.17948267,4.114017044,,,198003,102.09
4.114017044,4.657070279,,,198004,106.29
4.657070279,2.696871629,,,198005,111.24
2.696871629,6.503851541,,,198006,114.24
6.503851541,0.583545656,,,198007,121.67
0.583545656,2.516751103,,,198008,122.38
2.516751103,1.602104256,,,198009,125.46
1.602104256,10.23770299,,,198010,127.47
10.23770299,-3.387418161,,,198011,140.52
-3.387418161,-4.574248674,,,198012,135.76
-4.574248674,1.327672713,,,198101,129.55
1.327672713,3.603260456,,,198102,131.27
