          xPoint,            yValue
-0.425425425,-0.945766234
-0.423423423,-0.949246753
-0.421421421,-0.944272727
-0.419419419,-0.943103896
-0.417417417,-0.935948052
-0.415415415,-0.935948052
-0.413413413,-0.945688312
-0.411411411,-0.940051948
-0.409409409,-0.93774026
-0.407407407,-0.929662338
-0.405405405,-0.930311688
-0.403403403,-0.945337662
-0.401401401,-0.939883117
-0.399399399,-0.933454545
-0.397397397,-0.929558442
-0.395395395,-0.919909091
-0.393393393,-0.918987013
-0.391391391,-0.914987013
-0.389389389,-0.912376623
-0.387387387,-0.895428571
-0.385385385,-0.90161039
-0.383383383,-0.909675325
-0.381381381,-0.907441558
-0.379379379,-0.901298701
-0.377377377,-0.905441558
-0.375375375,-0.905727273
-0.373373373,-0.907519481
-0.371371371,-0.907896104
-0.369369369,-0.918454545
-0.367367367,-0.927038961
-0.365365365,-0.919623377
-0.363363363,-0.913831169
-0.361361361,-0.918766234
-0.359359359,-0.921558442
-0.357357357,-0.931025974
-0.355355355,-0.932519481
-0.353353353,-0.926701299
-0.351351351,-0.932623377
-0.349349349,-0.935571429
-0.347347347,-0.938844156
-0.345345345,-0.922714286
-0.343343343,-0.921532468
-0.341341341,-0.90425974
-0.339339339,-0.898012987
-0.337337337,-0.895272727
-0.335335335,-0.889220779
-0.333333333,-0.885636364
-0.331331331,-0.879272727
-0.329329329,-0.864376623
-0.327327327,-0.867025974
-0.325325325,-0.860207792
-0.323323323,-0.866805195
-0.321321321,-0.864415584
-0.319319319,-0.862246753
-0.317317317,-0.865519481
-0.315315315,-0.861818182
-0.313313313,-0.863727273
-0.311311311,-0.865701299
-0.309309309,-0.873948052
-0.307307307,-0.871194805
-0.305305305,-0.870064935
-0.303303303,-0.882402597
-0.301301301,-0.878987013
-0.299299299,-0.88225974
-0.297297297,-0.861454545
-0.295295295,-0.862207792
-0.293293293,-0.862220779
-0.291291291,-0.865480519
-0.289289289,-0.860727273
-0.287287287,-0.844636364
-0.285285285,-0.842623377
-0.283283283,-0.843298701
-0.281281281,-0.844376623
-0.279279279,-0.831753247
-0.277277277,-0.828766234
-0.275275275,-0.829974026
-0.273273273,-0.832948052
-0.271271271,-0.841454545
-0.269269269,-0.831402597
-0.267267267,-0.815363636
-0.265265265,-0.803532468
-0.263263263,-0.802883117
-0.261261261,-0.783220779
-0.259259259,-0.767662338
-0.257257257,-0.772051948
-0.255255255,-0.756688312
-0.253253253,-0.752155844
-0.251251251,-0.771272727
-0.249249249,-0.749441558
-0.247247247,-0.777506494
-0.245245245,-0.761064935
-0.243243243,-0.75425974
-0.241241241,-0.763415584
-0.239239239,-0.721974026
-0.237237237,-0.708831169
-0.235235235,-0.699090909
-0.233233233,-0.703428571
-0.231231231,-0.701168831
-0.229229229,-0.683116883
-0.227227227,-0.664077922
-0.225225225,-0.64961039
-0.223223223,-0.659961039
-0.221221221,-0.750922078
-0.219219219,-0.778831169
-0.217217217,-0.757038961
-0.215215215,-0.744064935
-0.213213213,-0.730103896
-0.211211211,-0.741701299
-0.209209209,-0.738532468
-0.207207207,-0.737454545
-0.205205205,-0.722727273
-0.203203203,-0.724649351
-0.201201201,-0.738285714
-0.199199199,-0.724792208
-0.197197197,-0.715623377
-0.195195195,-0.722467532
-0.193193193,-0.717246753
-0.191191191,-0.691597403
-0.189189189,-0.702779221
-0.187187187,-0.694974026
-0.185185185,-0.675792208
-0.183183183,-0.661662338
-0.181181181,-0.664961039
-0.179179179,-0.628467532
-0.177177177,-0.621493506
-0.175175175,-0.624480519
-0.173173173,-0.635896104
-0.171171171,-0.628584416
-0.169169169,-0.618961039
-0.167167167,-0.650545455
-0.165165165,-0.646896104
-0.163163163,-0.636441558
-0.161161161,-0.648311688
-0.159159159,-0.608792208
-0.157157157,-0.612961039
-0.155155155,-0.61538961
-0.153153153,-0.659012987
-0.151151151,-0.680454545
-0.149149149,-0.683116883
-0.147147147,-0.659454545
-0.145145145,-0.649064935
-0.143143143,-0.63125974
-0.141141141,-0.601207792
-0.139139139,-0.590623377
-0.137137137,-0.590467532
-0.135135135,-0.571649351
-0.133133133,-0.595896104
-0.131131131,-0.574272727
-0.129129129,-0.564376623
-0.127127127,-0.574207792
-0.125125125,-0.568246753
-0.123123123,-0.590623377
-0.121121121,-0.536246753
-0.119119119,-0.547038961
-0.117117117,-0.541948052
-0.115115115,-0.553649351
-0.113113113,-0.539025974
-0.111111111,-0.538506494
-0.109109109,-0.54787013
-0.107107107,-0.527
-0.105105105,-0.540220779
-0.103103103,-0.535324675
-0.101101101,-0.534181818
-0.099099099,-0.517727273
-0.097097097,-0.512064935
-0.095095095,-0.508077922
-0.093093093,-0.502103896
-0.091091091,-0.491337662
-0.089089089,-0.506246753
-0.087087087,-0.49325974
-0.085085085,-0.492818182
-0.083083083,-0.495935065
-0.081081081,-0.475896104
-0.079079079,-0.481909091
-0.077077077,-0.470350649
-0.075075075,-0.478194805
-0.073073073,-0.472142857
-0.071071071,-0.452454545
-0.069069069,-0.471246753
-0.067067067,-0.499
-0.065065065,-0.492324675
-0.063063063,-0.485064935
-0.061061061,-0.500948052
-0.059059059,-0.482779221
-0.057057057,-0.460402597
-0.055055055,-0.477
-0.053053053,-0.464480519
-0.051051051,-0.488714286
-0.049049049,-0.481467532
-0.047047047,-0.466987013
-0.045045045,-0.444948052
-0.043043043,-0.427649351
-0.041041041,-0.409467532
-0.039039039,-0.385194805
-0.037037037,-0.370454545
-0.035035035,-0.347974026
-0.033033033,-0.348207792
-0.031031031,-0.318948052
-0.029029029,-0.322727273
-0.027027027,-0.291727273
-0.025025025,-0.278012987
-0.023023023,-0.251922078
-0.021021021,-0.246194805
-0.019019019,-0.23961039
-0.017017017,-0.228350649
-0.015015015,-0.208935065
-0.013013013,-0.206974026
-0.011011011,-0.246818182
-0.009009009,-0.231181818
-0.007007007,-0.185285714
-0.005005005,-0.161987013
-0.003003003,-0.094779221
-0.001001001,-0.115922078
0.001001001,-0.056935065
0.003003003,-0.050883117
0.005005005,-0.094649351
0.007007007,-0.037220779
0.009009009,0.02374026
0.011011011,0.07161039
0.013013013,0.161441558
0.015015015,0.090220779
0.017017017,0.152311688
0.019019019,0.109896104
0.021021021,0.162857143
0.023023023,0.182376623
0.025025025,0.195168831
0.027027027,0.284857143
0.029029029,0.352922078
0.031031031,0.365909091
0.033033033,0.338727273
0.035035035,0.394597403
0.037037037,0.377493506
0.039039039,0.165298701
0.041041041,0.24287013
0.043043043,0.348922078
0.045045045,0.433285714
0.047047047,0.518480519
0.049049049,0.583948052
0.051051051,0.530298701
0.053053053,0.592688312
0.055055055,0.656077922
0.057057057,0.612779221
0.059059059,0.704818182
0.061061061,0.647688312
0.063063063,0.636896104
0.065065065,0.587935065
0.067067067,0.692116883
0.069069069,0.725857143
0.071071071,0.830194805
0.073073073,0.733064935
0.075075075,0.696649351
0.077077077,0.868285714
0.079079079,0.808350649
0.081081081,0.767012987
0.083083083,0.811168831
0.085085085,0.780298701
0.087087087,0.893090909
0.089089089,0.787675325
0.091091091,0.778441558
0.093093093,0.629805195
0.095095095,0.636727273
0.097097097,0.696116883
0.099099099,0.53238961
0.101101101,0.429
0.103103103,0.544753247
0.105105105,0.553012987
0.107107107,0.512181818
0.109109109,0.495103896
0.111111111,0.39425974
0.113113113,0.273948052
0.115115115,0.298415584
0.117117117,0.401883117
0.119119119,0.413090909
0.121121121,0.38987013
0.123123123,0.35938961
0.125125125,0.412194805
0.127127127,0.320675325
0.129129129,0.307974026
0.131131131,0.207558442
0.133133133,0.106
0.135135135,0.111779221
0.137137137,-0.019116883
0.139139139,0.072415584
0.141141141,0.138064935
0.143143143,0.064701299
0.145145145,0.033376623
0.147147147,0.014480519
0.149149149,0.02361039
0.151151151,0.112883117
0.153153153,0.173493506
0.155155155,0.187662338
0.157157157,0.208194805
0.159159159,0.231181818
0.161161161,0.215545455
0.163163163,0.286636364
0.165165165,0.296363636
0.167167167,0.36612987
0.169169169,0.391077922
0.171171171,0.409012987
0.173173173,0.384688312
0.175175175,0.36012987
0.177177177,0.377506494
0.179179179,0.403688312
0.181181181,0.352883117
0.183183183,0.356155844
0.185185185,0.369584416
0.187187187,-0.17387013
0.189189189,-0.298077922
0.191191191,-0.430064935
0.193193193,-0.562636364
0.195195195,-0.692818182
0.197197197,-0.82812987
0.199199199,-0.954766234
0.201201201,-0.954415584
0.203203203,-0.962012987
0.205205205,-0.964883117
0.207207207,-0.962064935
0.209209209,-0.952168831
0.211211211,-0.951636364
0.213213213,-0.953857143
0.215215215,-0.947168831
0.217217217,-0.943779221
0.219219219,-0.944753247
0.221221221,-0.956948052
0.223223223,-0.954935065
0.225225225,-0.953103896
0.227227227,-0.948142857
0.229229229,-0.952883117
0.231231231,-0.945987013
0.233233233,-0.945766234
0.235235235,-0.949246753
0.237237237,-0.944272727
0.239239239,-0.943103896
0.241241241,-0.935948052
0.243243243,-0.937246753
0.245245245,-0.945688312
0.247247247,-0.940051948
0.249249249,-0.93774026
0.251251251,-0.929662338
0.253253253,-0.930311688
0.255255255,-0.945337662
0.257257257,-0.939883117
0.259259259,-0.933454545
0.261261261,-0.929558442
0.263263263,-0.919909091
0.265265265,-0.918987013
0.267267267,-0.914987013
0.269269269,-0.912376623
0.271271271,-0.895428571
0.273273273,-0.90161039
0.275275275,-0.909675325
0.277277277,-0.907441558
0.279279279,-0.901298701
0.281281281,-0.905441558
0.283283283,-0.905727273
0.285285285,-0.907519481
0.287287287,-0.907896104
0.289289289,-0.918454545
0.291291291,-0.927038961
0.293293293,-0.919623377
0.295295295,-0.913831169
0.297297297,-0.918766234
0.299299299,-0.921558442
0.301301301,-0.931025974
0.303303303,-0.932519481
0.305305305,-0.926701299
0.307307307,-0.932623377
0.309309309,-0.935571429
0.311311311,-0.938844156
0.313313313,-0.922714286
0.315315315,-0.921532468
0.317317317,-0.90425974
0.319319319,-0.898012987
0.321321321,-0.895272727
0.323323323,-0.889220779
0.325325325,-0.885636364
0.327327327,-0.879272727
0.329329329,-0.864376623
0.331331331,-0.867025974
0.333333333,-0.860207792
0.335335335,-0.866805195
0.337337337,-0.864415584
0.339339339,-0.862246753
0.341341341,-0.865519481
0.343343343,-0.861818182
0.345345345,-0.863727273
0.347347347,-0.865701299
0.349349349,-0.873948052
0.351351351,-0.871194805
0.353353353,-0.870064935
0.355355355,-0.882402597
0.357357357,-0.878987013
0.359359359,-0.88225974
0.361361361,-0.861454545
0.363363363,-0.862207792
0.365365365,-0.862220779
0.367367367,-0.865480519
0.369369369,-0.860727273
0.371371371,-0.844636364
0.373373373,-0.842623377
0.375375375,-0.843298701
0.377377377,-0.844376623
0.379379379,-0.831753247
0.381381381,-0.828766234
0.383383383,-0.829974026
0.385385385,-0.832948052
0.387387387,-0.841454545
0.389389389,-0.831402597
0.391391391,-0.815363636
0.393393393,-0.803532468
0.395395395,-0.802883117
0.397397397,-0.783220779
0.399399399,-0.767662338
0.401401401,-0.772051948
0.403403403,-0.756688312
0.405405405,-0.752155844
0.407407407,-0.771272727
0.409409409,-0.749441558
0.411411411,-0.777506494
0.413413413,-0.761064935
0.415415415,-0.75425974
0.417417417,-0.763415584
0.419419419,-0.721974026
0.421421421,-0.708831169
0.423423423,-0.699090909
0.425425425,-0.703428571
0.427427427,-0.701168831
0.429429429,-0.683116883
0.431431431,-0.664077922
0.433433433,-0.64961039
0.435435435,-0.659961039
0.437437437,-0.750922078
0.439439439,-0.778831169
0.441441441,-0.757038961
0.443443443,-0.744064935
0.445445445,-0.730103896
0.447447447,-0.741701299
0.449449449,-0.738532468
0.451451451,-0.737454545
0.453453453,-0.722727273
0.455455455,-0.724649351
0.457457457,-0.738285714
0.459459459,-0.724792208
0.461461461,-0.715623377
0.463463463,-0.722467532
0.465465465,-0.717246753
0.467467467,-0.691597403
0.469469469,-0.702779221
0.471471471,-0.694974026
0.473473473,-0.675792208
0.475475475,-0.661662338
0.477477477,-0.664961039
0.479479479,-0.628467532
0.481481481,-0.621493506
0.483483483,-0.624480519
0.485485485,-0.635896104
0.487487487,-0.628584416
0.489489489,-0.618961039
0.491491491,-0.650545455
0.493493493,-0.646896104
0.495495495,-0.636441558
0.497497497,-0.648311688
0.499499499,-0.608792208
0.501501502,-0.612961039
0.503503504,-0.61538961
0.505505506,-0.659012987
0.507507508,-0.680454545
0.50950951,-0.683116883
0.511511512,-0.659454545
0.513513514,-0.649064935
0.515515516,-0.63125974
0.517517518,-0.601207792
0.51951952,-0.590623377
0.521521522,-0.590467532
0.523523524,-0.571649351
0.525525526,-0.595896104
0.527527528,-0.574272727
0.52952953,-0.564376623
0.531531532,-0.574207792
0.533533534,-0.568246753
0.535535536,-0.590623377
0.537537538,-0.536246753
0.53953954,-0.547038961
0.541541542,-0.541948052
0.543543544,-0.553649351
0.545545546,-0.539025974
0.547547548,-0.538506494
0.54954955,-0.54787013
0.551551552,-0.527
0.553553554,-0.540220779
0.555555556,-0.535324675
0.557557558,-0.534181818
0.55955956,-0.517727273
0.561561562,-0.512064935
0.563563564,-0.508077922
0.565565566,-0.502103896
0.567567568,-0.491337662
0.56956957,-0.506246753
0.571571572,-0.49325974
0.573573574,-0.492818182
0.575575576,-0.495935065
0.577577578,-0.475896104
0.57957958,-0.481909091
0.581581582,-0.470350649
0.583583584,-0.478194805
0.585585586,-0.472142857
0.587587588,-0.452454545
0.58958959,-0.471246753
0.591591592,-0.499
0.593593594,-0.492324675
0.595595596,-0.485064935
0.597597598,-0.500948052
0.5995996,-0.482779221
0.601601602,-0.460402597
0.603603604,-0.477
0.605605606,-0.464480519
0.607607608,-0.488714286
0.60960961,-0.481467532
0.611611612,-0.466987013
0.613613614,-0.444948052
0.615615616,-0.427649351
0.617617618,-0.409467532
0.61961962,-0.385194805
0.621621622,-0.370454545
0.623623624,-0.347974026
0.625625626,-0.348207792
0.627627628,-0.318948052
0.62962963,-0.322727273
0.631631632,-0.291727273
0.633633634,-0.278012987
0.635635636,-0.251922078
0.637637638,-0.246194805
0.63963964,-0.23961039
0.641641642,-0.228350649
0.643643644,-0.208935065
0.645645646,-0.206974026
0.647647648,-0.246818182
0.64964965,-0.231181818
0.651651652,-0.185285714
0.653653654,-0.161987013
0.655655656,-0.094779221
0.657657658,-0.115922078
0.65965966,-0.056935065
0.661661662,-0.050883117
0.663663664,-0.094649351
0.665665666,-0.037220779
0.667667668,0.02374026
0.66966967,0.07161039
0.671671672,0.161441558
0.673673674,0.090220779
0.675675676,0.152311688
0.677677678,0.109896104
0.67967968,0.162857143
0.681681682,0.182376623
0.683683684,0.195168831
0.685685686,0.284857143
0.687687688,0.352922078
0.68968969,0.365909091
0.691691692,0.338727273
0.693693694,0.394597403
0.695695696,0.377493506
0.697697698,0.165298701
0.6996997,0.24287013
0.701701702,0.348922078
0.703703704,0.433285714
0.705705706,0.518480519
0.707707708,0.583948052
0.70970971,0.530298701
0.711711712,0.592688312
0.713713714,0.656077922
0.715715716,0.612779221
0.717717718,0.704818182
0.71971972,0.647688312
0.721721722,0.636896104
0.723723724,0.587935065
0.725725726,0.692116883
0.727727728,0.725857143
0.72972973,0.830194805
0.731731732,0.733064935
0.733733734,0.696649351
0.735735736,0.868285714
0.737737738,0.808350649
0.73973974,0.767012987
0.741741742,0.811168831
0.743743744,0.780298701
0.745745746,0.893090909
0.747747748,0.787675325
0.74974975,0.778441558
0.751751752,0.629805195
0.753753754,0.636727273
0.755755756,0.696116883
0.757757758,0.53238961
0.75975976,0.429
0.761761762,0.544753247
0.763763764,0.553012987
0.765765766,0.512181818
0.767767768,0.495103896
0.76976977,0.39425974
0.771771772,0.273948052
0.773773774,0.298415584
0.775775776,0.401883117
0.777777778,0.413090909
0.77977978,0.38987013
0.781781782,0.35938961
0.783783784,0.412194805
0.785785786,0.320675325
0.787787788,0.307974026
0.78978979,0.207558442
0.791791792,0.106
0.793793794,0.111779221
0.795795796,-0.019116883
0.797797798,0.072415584
0.7997998,0.138064935
0.801801802,0.064701299
0.803803804,0.033376623
0.805805806,0.014480519
0.807807808,0.02361039
0.80980981,0.112883117
0.811811812,0.173493506
0.813813814,0.187662338
0.815815816,0.208194805
0.817817818,0.231181818
0.81981982,0.215545455
0.821821822,0.286636364
0.823823824,0.296363636
0.825825826,0.36612987
0.827827828,0.391077922
0.82982983,0.409012987
0.831831832,0.384688312
0.833833834,0.36012987
0.835835836,0.377506494
0.837837838,0.403688312
0.83983984,0.352883117
0.841841842,0.356155844
0.843843844,0.369584416
0.845845846,0.38987013
0.847847848,0.446519481
0.84984985,0.496
0.851851852,0.456194805
0.853853854,0.485194805
0.855855856,0.455311688
0.857857858,0.424480519
0.85985986,0.469480519
0.861861862,0.46925974
0.863863864,0.524909091
0.865865866,0.506922078
0.867867868,0.517935065
0.86986987,0.489623377
0.871871872,0.544779221
0.873873874,0.543233766
0.875875876,0.584519481
0.877877878,0.585272727
0.87987988,0.603727273
0.881881882,0.624168831
0.883883884,0.571545455
0.885885886,0.571688312
0.887887888,0.580077922
0.88988989,0.615350649
0.891891892,0.656948052
0.893893894,0.71161039
0.895895896,0.741077922
0.897897898,0.764025974
0.8998999,0.789922078
0.901901902,0.749116883
0.903903904,0.767350649
0.905905906,0.847233766
0.907907908,0.909896104
0.90990991,0.874480519
0.911911912,0.812038961
0.913913914,0.836350649
0.915915916,0.90487013
0.917917918,0.93425974
0.91991992,0.845636364
0.921921922,0.829038961
0.923923924,0.712402597
0.925925926,0.650168831
0.927927928,0.63987013
0.92992993,0.721545455
0.931931932,0.740753247
0.933933934,0.584415584
0.935935936,0.568025974
0.937937938,0.588090909
0.93993994,0.436831169
0.941941942,0.180194805
0.943943944,0.086025974
0.945945946,0.09512987
0.947947948,-0.005350649
0.94994995,-0.12325974
0.951951952,-0.041727273
0.953953954,0.055597403
0.955955956,0.115766234
0.957957958,0.116
0.95995996,0.204519481
0.961961962,0.247558442
0.963963964,0.294909091
0.965965966,0.267779221
0.967967968,0.344974026
0.96996997,0.180194805
0.971971972,0.086025974
0.973973974,0.09512987
0.975975976,-0.005350649
0.977977978,-0.12325974
0.97997998,-0.041727273
0.981981982,-0.204142857
0.983983984,-0.273844156
0.985985986,-0.27361039
0.987987988,-0.311077922
0.98998999,-0.367168831
0.991991992,-0.409584416
0.993993994,-0.486493506
0.995995996,-0.466974026
0.997997998,-0.454181818
1,-0.432766234
